CPU_Usage,RAM_Usage,Disk_Usage,Network_Traffic,Error_Count,Temperature,Uptime_Hours,Failure
40.581311290499436,45.42719682496979,40.495877754336355,524.6867315426008,2,40.27400007737113,173.72532029071184,0
95.31785910894203,52.60920934375193,36.62664914198331,759.4094338869645,4,43.169635690790805,355.91494431301834,1
74.53942447208348,86.90926538819623,21.734621687771707,584.5334416235165,3,44.15950217226208,267.4278000485456,0
61.872555998718475,40.60039474539029,62.690333659641354,129.13745395620657,1,59.178725911565195,393.47237415782087,0
19.82177084203147,88.26847163309542,50.27929524831974,226.30122494437762,5,63.21798931195309,77.39559992847462,0
19.81947943193925,17.932098787902234,87.24159427078035,258.3617748293732,2,48.16594060947669,319.429161730306,0
10.517943155978948,79.91185934877677,8.050410145795535,294.9710409626026,3,93.04723149405461,387.05971989752555,1
87.28673384861884,86.27928697492626,66.16745311773701,587.133222352979,0,66.48547925042159,380.8544363679134,1
62.10592611560484,26.36358875536049,77.4801434585983,528.7674908341238,1,84.0607696025055,481.832909796287,1
72.26689489062431,48.73118791349804,77.15122407288916,243.00203644599847,3,94.31783743156325,30.147279011375712,1
6.955526958101233,24.894979719729008,89.17702687407488,114.17710128290273,2,37.23513359318539,173.543905177053,0
97.14143595538945,73.5943716094796,74.25820556880194,212.86059425098216,2,57.09058627867259,238.80023731392797,1
84.08205087604007,58.1812991255491,93.14195585653115,985.1622469876731,3,57.49078012859566,155.57200066764852,1
25.172215514436235,67.1791012037489,36.602376982984694,495.1196023018987,2,51.58541878287656,155.58496732256296,0
22.27337188467456,27.683827026059003,52.80489459139659,873.9782294670068,3,25.667939991372997,88.88817473827325,0
22.42342843607621,29.057127584717758,6.337568011874614,856.3148433354012,5,86.19790808335713,406.66275010957867,1
33.90301308115608,13.734759295891573,5.660970793812665,535.94357958973,3,33.36694911654271,454.12645314788665,0
54.851861005062595,38.98607816761567,27.81202894289439,721.3533230375164,5,99.66104484413192,42.08135242630351,1
46.034776771001,60.37701952003074,14.5766837282131,233.11440989207668,4,82.97188689333862,78.29455696739102,1
32.66676831881398,87.2141422597596,29.720079953896594,703.9768696805629,4,68.50075132048859,114.99804693605475,0
63.12602499862605,70.02347027128127,21.819112980197755,308.765350300125,4,36.595481330619805,254.9847544432304,0
18.251916761943974,49.18566910597763,7.709402359671582,840.4589919164432,2,63.65447285449353,395.79484461718255,0
32.75374161084572,95.7808102954724,91.38389390857469,129.53792645346442,2,44.58315556433567,36.656306857710156,1
39.804375112900715,74.73206805182487,5.7811974819446945,784.4817392410137,5,43.92418934073021,318.7696798435559,0
48.32664850061841,93.7148682576295,74.92780371202312,144.94006124018856,5,87.21469370368641,75.51839267893946,1
79.59171633233629,57.48291759449491,19.45404925735407,887.1297750495935,1,53.5483317969576,485.75707687025636,0
23.969009305044175,33.30138473138256,91.66181408996201,338.9942922282535,3,58.80428525431031,449.4879419950191,1
53.8522716492931,14.754401772824979,89.81561426103914,671.673696589046,8,88.22235533350887,474.84184162393024,1
61.27938404189403,75.34763663354654,67.12060890507945,513.1271646892658,3,31.58429692891319,53.975774913771325,0
9.412789208399783,20.91726982049807,68.86224423105749,397.987987999222,6,69.59633898182872,244.53015504424178,0
62.716760930636646,37.249761544477046,5.5072184871204115,663.1697415243217,1,68.36617610297783,83.45803693218926,0
21.199791750292697,57.92238170955076,98.56279878079219,950.146831523676,3,56.89109269500064,300.57741984079996,1
11.179901333601554,60.79749290017729,88.39409733970237,89.20626000589075,2,87.23309810680698,117.13681721827018,1
95.14412603906666,64.05248772884224,90.03509144435874,922.910213088949,1,95.71675460017696,385.5448607011164,1
96.73504314208314,24.962979731473055,67.62823101983284,628.6275722699628,2,59.900189643520804,322.3572977241842,1
81.79774807106381,44.17636643394839,37.75475822218097,816.9485857305997,3,59.211028824879975,286.2306925493471,0
33.93830807147022,65.54748044052701,89.89662166359568,414.6812057625637,4,62.65477972530586,412.7883518246996,0
14.278850830606467,97.28369781704063,32.69410817436327,498.25082609573303,2,79.23430231247961,250.6362423866395,1
70.0021375186549,75.48680239297198,58.457596617509274,875.4082142111058,2,75.10452180242217,135.6560184324966,0
46.81448690526212,93.0343381384562,14.474442372668827,444.10557131933194,3,41.71262119051653,310.73204290324395,1
16.593632310253987,78.59908524827594,92.58578486261126,557.9265884116307,5,29.79215114495075,478.5742534667052,1
52.04180646057067,63.25452720031604,18.373193488265265,69.18517693011626,3,96.1940597362592,300.97852230875867,1
8.266909505945748,27.282103222271008,26.36519654438869,200.66810554614017,3,44.58023198002782,315.1801050706759,0
91.38543819748429,70.00170867032617,58.02274502218042,659.6021825760598,2,72.89475135179438,467.44058994857244,1
29.584098252001606,66.10416093639164,77.58883502023325,731.1280560106833,1,87.13285020577918,258.1222750535647,1
67.9396170136283,64.22222534115397,63.8383740639484,603.4708899452745,3,47.52075629103897,498.18237339568145,0
34.61255222849404,54.080728118941664,27.052721716014837,186.14453446183015,4,72.65750602426965,80.67135972300464,0
54.406462011892025,57.579094359034805,5.089589040111582,473.1351571489431,2,33.09251808619187,268.9828816631478,0
56.937476537611566,40.09982744062937,76.92930512920672,387.34002804503035,1,97.74485832817456,107.23751966617634,1
22.561173274925068,56.73814233780728,98.59469596155391,520.878276833334,5,29.36187062879694,227.20985780200562,1
97.11053963763307,27.780031511063044,81.94174642907859,876.8125828263895,2,57.863100538073226,86.11638084138228,1
78.63761821930588,82.46569576243391,48.719628724878454,787.0683667257193,2,65.26144315450175,112.04185699137723,0
94.25239944859797,26.719925922883704,90.85788983291512,129.79002631970098,5,84.2861333997523,106.18922476649949,1
90.00859829062664,17.646966090051976,43.93552894624325,895.7937378858361,1,34.08463878043159,160.69563817297995,1
61.80049798705309,49.26214237214416,54.868738003129415,498.1787935923324,3,58.06059803913824,68.16791222489938,0
92.5780523271961,69.24766955554557,50.32732790258991,756.6690376416985,6,47.47836771575892,404.86174531253306,1
13.406787694932353,49.39451424401872,47.52426790322487,183.03726970113453,4,48.4008036770005,111.11712304881455,0
23.618371929818792,34.90787187561777,78.64312308292105,687.1835494216957,6,83.40909370489382,208.86792857654416,1
9.296592446501116,60.235406550139665,55.04304619060174,274.50971672898504,0,25.409570877387484,9.012511976782127,0
35.90638142251011,41.230210187097995,35.088126592395525,466.461852283885,3,81.18127310019747,53.33589009760928,1
41.924342520500794,93.95809211139698,29.52502592755544,66.0197265779992,5,85.77988225923296,448.2396783062125,1
